,location,price,bathrooms,car_parks,property_type,furnishing,main_rooms,extra_room,corner,size
22866,KLCC,4500000,4.0,1.0,Condominium,unfurnished,3,1,False,2250.0
22869,Taman Desa,780000,2.0,1.0,Condominium,unfurnished,3,0,False,1250.0
22877,KLCC,5000000,4.0,2.0,Condominium,fully,3,1,False,2240.0
22878,Taman Desa,520000,2.0,1.0,Condominium,partly,3,0,False,1250.0
22879,Taman Desa,1600000,4.0,2.0,Condominium,unfurnished,3,0,False,2600.0
22883,Cheras,360000,2.0,1.0,Condominium,unfurnished,3,0,False,903.0
22890,Taman Desa,599000,2.0,2.0,Condominium,unfurnished,3,0,False,1250.0
22894,Taman Desa,550000,2.0,1.0,Condominium,unfurnished,2,0,False,1030.0
22900,City Centre,730000,2.0,1.0,Condominium,partly,2,1,False,1200.0
22922,Cheras,680000,3.0,1.0,2.5-sty Terrace/Link House (Corner),unfurnished,3,1,True,2333.0
22924,Cheras,620000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1200.0
22925,Bandar Damai Perdana,650000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
22927,Bandar Damai Perdana,650000,3.0,2.0,2-sty Terrace/Link House (EndLot),partly,4,0,False,70.0
22928,Sentul,370000,2.0,1.0,Apartment (Corner),partly,3,0,True,1005.0
22929,Sentul,320000,2.0,1.0,Apartment,partly,3,0,False,900.0
22932,KLCC,2200000,3.0,1.0,Serviced Residence (Corner),fully,3,1,True,1592.0
22933,Mont Kiara,690000,3.0,1.0,Serviced Residence,fully,3,0,False,1248.0
22934,City Centre,670000,1.0,1.0,Serviced Residence,fully,1,0,False,633.0
22936,KLCC,2800000,3.0,1.0,Serviced Residence,partly,3,1,False,1930.0
22937,Bandar Menjalara,355000,2.0,1.0,Serviced Residence (Corner),partly,3,1,True,980.0
22938,Seputeh,630000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1312.0
22939,Cheras,580000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
22942,Seputeh,680000,3.0,2.0,Serviced Residence (Intermediate),partly,3,1,False,1235.0
22943,Seputeh,650000,3.0,2.0,Serviced Residence (Intermediate),fully,3,1,False,1235.0
22944,Bukit Jalil,2600000,4.0,3.0,Condominium,partly,4,0,False,3260.0
22945,Setapak,510000,2.0,2.0,Serviced Residence,unfurnished,3,1,False,1059.0
22946,Setapak,420000,2.0,2.0,Serviced Residence,unfurnished,3,0,False,842.0
22947,Mont Kiara,1197000,2.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,1041.0
22948,Mont Kiara,750000,2.0,1.0,Serviced Residence,fully,2,0,False,868.0
22954,Sri Petaling,580000,3.0,1.0,2-sty Terrace/Link House (Intermediate),unfurnished,3,0,False,65.0
22959,Bukit Jalil,525000,3.0,2.0,Condominium,partly,3,0,False,1023.0
22962,Taman Desa,412000,2.0,1.0,Condominium (Corner),partly,3,0,True,935.0
22964,Bukit Jalil,738000,3.0,2.0,Condominium (Corner),partly,3,1,True,1457.0
22965,Cheras,650000,2.0,1.0,Serviced Residence (Corner),partly,3,0,True,920.0
22966,Jalan Klang Lama (Old Klang Road),720000,2.0,2.0,Condominium,partly,4,0,False,1092.0
22967,Seputeh,420000,2.0,1.0,Condominium,partly,3,0,False,968.0
22968,Bukit Jalil,468000,2.0,1.0,Condominium (Intermediate),partly,3,1,False,1088.0
22970,Jalan Klang Lama (Old Klang Road),720000,2.0,2.0,Condominium (Corner),partly,4,0,True,1092.0
22972,Jalan Klang Lama (Old Klang Road),370000,2.0,1.0,Serviced Residence (Intermediate),fully,3,0,False,950.0
22974,Cheras,820000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,70.0
22976,KLCC,2320000,4.0,2.0,Serviced Residence (Intermediate),unfurnished,5,0,False,2208.0
22977,Jalan Kuching,480000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1050.0
22978,Pantai,720000,2.0,2.0,Condominium,fully,3,0,False,1019.0
22980,Bandar Damai Perdana,520000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
22982,Cheras,3700000,8.0,4.0,Bungalow (Intermediate),partly,8,0,False,5000.0
22983,KLCC,2600000,4.0,3.0,Serviced Residence (Corner),fully,3,1,True,1701.0
22988,Sri Petaling,375000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,950.0
22989,Mont Kiara,2660000,5.0,3.0,Condominium (Corner),fully,4,1,True,3541.0
22990,Bukit Jalil,400000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,1093.0
22991,Sri Petaling,375000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,950.0
22993,Bukit Jalil,525000,3.0,2.0,Condominium,unfurnished,3,0,False,1023.0
22994,Bukit Jalil,617500,3.0,2.0,Condominium,unfurnished,3,1,False,1239.0
22995,Cheras,2180000,5.0,2.0,Semi-detached House (Intermediate),partly,5,1,False,80.0
22996,Cheras,2080000,5.0,2.0,Semi-detached House (Intermediate),unknown,4,1,False,80.0
22999,Bukit Jalil,1000000,3.0,2.0,Condominium,fully,3,1,False,1420.0
23000,Cheras,868000,4.0,2.0,2-sty Terrace/Link House (Intermediate),partly,5,0,False,75.0
23001,Country Heights Damansara,10000000,5.0,5.0,Bungalow (Intermediate),partly,4,1,False,10800.0
23002,Setapak,500000,2.0,1.0,Condominium (Intermediate),unfurnished,2,0,False,1100.0
23003,Bandar Tasik Selatan,185000,2.0,1.0,Flat,partly,3,0,False,650.0
23004,Cheras,560000,2.0,2.0,Condominium (Intermediate),unfurnished,4,0,False,1364.0
23005,Keramat,850000,2.0,1.0,Condominium (Intermediate),fully,2,1,False,1700.0
23006,Kepong,700000,3.0,1.0,Apartment (Corner),partly,4,0,True,2024.0
23008,Bukit Jalil,1200000,2.0,2.0,Serviced Residence (Corner),partly,3,0,True,1254.0
23010,City Centre,8800000,5.0,4.0,Serviced Residence,unfurnished,4,2,False,6769.0
23011,KLCC,10000000,6.0,4.0,Serviced Residence,unfurnished,5,1,False,7793.0
23012,Cheras,458000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1018.0
23013,Sentul,530000,2.0,1.0,Condominium (Corner),partly,3,0,True,1091.0
23014,Kuchai Lama,299000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1067.0
23016,Sentul,298000,2.0,1.0,Condominium (Corner),partly,3,0,True,1079.0
23017,Cheras,390000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,920.0
23018,Cheras,385000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,921.0
23019,Cheras,308000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,950.0
23020,Cheras,410000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1060.0
23021,Sentul,675000,2.0,1.0,Condominium,fully,3,0,False,1001.0
23022,KL City,365000,1.0,1.0,Serviced Residence,fully,1,0,False,325.0
23023,Cheras,260000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,748.0
23025,Sentul,280000,2.0,1.0,Apartment (Intermediate),unfurnished,3,0,False,838.0
23027,Kepong,499000,2.0,1.0,Condominium,partly,2,1,False,930.0
23028,Cheras,350000,2.0,1.0,Apartment (Intermediate),unfurnished,3,0,False,730.0
23029,Taman Desa,525000,1.0,1.0,Condominium (EndLot),fully,1,0,False,721.0
23030,Sri Petaling,419000,2.0,2.0,2-sty Terrace/Link House,partly,3,0,False,1100.0
23031,Taman Desa,420000,2.0,1.0,Condominium,fully,3,0,False,938.0
23032,Taman Desa,435000,1.0,1.0,Condominium (EndLot),fully,1,0,False,607.0
23033,Bandar Tasik Selatan,170000,1.0,1.0,Apartment,partly,2,0,False,640.0
23034,Jalan Klang Lama (Old Klang Road),890000,2.0,2.0,Serviced Residence,fully,3,0,False,1100.0
23035,Taman Desa,2311980,5.0,5.0,Condominium (Corner),fully,5,1,True,3729.0
23036,Sri Petaling,300000,2.0,1.0,Condominium,partly,3,0,False,850.0
23037,Salak Selatan,650000,2.0,2.0,Serviced Residence,fully,3,0,False,1089.0
23038,Bukit Jalil,310000,2.0,1.0,Apartment,partly,2,0,False,738.0
23039,Taman Desa,700000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1192.0
23040,Taman Desa,525000,2.0,1.0,Condominium (Intermediate),fully,2,1,False,1000.0
23041,Taman Desa,445000,2.0,1.0,Condominium,fully,3,0,False,918.0
23042,Taman Desa,290000,2.0,1.0,Condominium (EndLot),unfurnished,3,0,False,715.0
23043,Taman Desa,410000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,938.0
23044,Cheras,465000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,1142.0
23046,KL City,890000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,657.0
23047,Pantai,950000,2.0,1.0,Serviced Residence (Intermediate),fully,1,1,False,1353.0
23048,Pantai,750000,2.0,1.0,Serviced Residence (Corner),fully,1,0,True,1153.0
23049,Pantai,680000,2.0,1.0,Serviced Residence (EndLot),partly,1,0,False,900.0
23050,Pantai,850000,2.0,1.0,Serviced Residence (EndLot),fully,1,0,False,1210.0
23051,KL Eco City,2518500,3.0,2.0,Condominium,partly,2,1,False,1679.0
23054,Pantai,850000,2.0,1.0,Serviced Residence (EndLot),partly,1,0,False,1200.0
23056,Kuchai Lama,450000,2.0,1.0,Serviced Residence,partly,3,0,False,937.0
23057,Keramat,500000,2.0,2.0,Condominium (Corner),partly,3,0,True,1003.0
23058,Wangsa Maju,1100000,2.0,2.0,Condominium (Corner),partly,3,0,True,1528.0
23061,Setapak,459000,2.0,1.0,Condominium,partly,3,0,False,1207.0
23062,Wangsa Maju,2600000,5.0,3.0,Condominium (Penthouse),partly,5,0,False,5000.0
23063,Wangsa Maju,875000,3.0,2.0,Condominium (Corner),partly,3,1,True,1646.0
23064,Sentul,510000,2.0,2.0,Condominium (Corner),partly,3,0,True,1008.0
23065,Sentul,450000,2.0,2.0,Condominium (EndLot),fully,4,0,False,1181.0
23066,Puchong,500000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
23067,Cheras,475000,3.0,2.0,2-sty Terrace/Link House (EndLot),partly,4,0,False,65.0
23077,KLCC,2100000,4.0,2.0,Condominium,partly,3,1,False,2680.0
23079,Bukit Jalil,1100000,3.0,2.0,Condominium,fully,3,1,False,1440.0
23080,Sentul,1000000,4.0,3.0,Condominium,partly,3,1,False,1488.0
23081,Sentul,799000,3.0,2.0,Condominium,partly,3,0,False,1237.0
23082,Sentul,790000,2.0,2.0,Condominium,partly,2,1,False,1237.0
23083,Sentul,850000,4.0,3.0,Condominium,partly,3,1,False,1273.0
23085,Segambut,730000,3.0,2.0,Condominium,fully,3,1,False,1262.0
23086,KLCC,1300000,2.0,1.0,Condominium,fully,2,1,False,1676.0
23087,Mont Kiara,1680000,4.0,3.0,Condominium,partly,3,1,False,2648.0
23088,Desa Pandan,1080000,2.0,2.0,Serviced Residence,fully,2,0,False,1410.0
23089,Damansara Heights,4100000,5.0,5.0,Bungalow (Corner),partly,6,1,True,6144.0
23091,Bangsar,6500000,5.0,4.0,Bungalow,partly,5,0,False,12000.0
23092,Sri Hartamas,6000000,7.0,8.0,Bungalow,partly,5,1,False,8900.0
23093,KL City,800000,1.0,1.0,Serviced Residence,fully,1,0,False,657.0
23095,Taman Tun Dr Ismail,790000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1400.0
23106,Brickfields,950000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1508.0
23110,Cheras,780000,2.0,3.0,2-sty Terrace/Link House,partly,4,1,False,75.0
23112,Jalan Klang Lama (Old Klang Road),830000,2.0,2.0,Condominium (Corner),fully,3,0,True,1448.0
23113,Country Heights Damansara,9000000,1.0,7.0,Bungalow,unfurnished,8,1,False,9600.0
23114,Mont Kiara,12800000,10.0,5.0,Bungalow,partly,8,0,False,15750.0
23115,Mont Kiara,12800000,6.0,6.0,Bungalow,partly,5,0,False,11000.0
23118,Jalan Klang Lama (Old Klang Road),1050000,4.0,2.0,Condominium (EndLot),partly,3,1,False,1875.0
23120,Taman Tun Dr Ismail,820000,2.0,1.0,Serviced Residence,fully,3,0,False,1010.0
23122,Sri Hartamas,4200000,5.0,4.0,Semi-detached House,partly,5,1,False,4040.0
23123,Mont Kiara,795000,2.0,1.0,Serviced Residence,fully,3,0,False,1148.0
23124,Mont Kiara,820000,2.0,1.0,Serviced Residence,partly,3,0,False,1248.0
23125,Mont Kiara,740000,2.0,2.0,Serviced Residence,fully,3,0,False,1248.0
23126,Batu Caves,580000,2.0,1.0,Serviced Residence,partly,2,0,False,950.0
23127,Wangsa Maju,630000,2.0,2.0,Condominium,partly,4,0,False,1243.0
23128,Wangsa Maju,650000,2.0,2.0,Condominium,partly,4,0,False,1243.0
23132,Pantai,13000000,7.0,6.0,Bungalow,partly,6,1,False,16000.0
23135,KLCC,4250000,4.0,2.0,Condominium,unfurnished,4,1,False,3713.0
23136,Mont Kiara,1850000,5.0,5.0,Condominium (Corner),fully,3,0,True,2163.0
23140,Dutamas,3500,3.0,2.0,Condominium,fully,3,1,False,1467.0
23141,Mont Kiara,2650000,5.0,3.0,Condominium,partly,4,2,False,3401.0
23142,Mont Kiara,1300000,4.0,2.0,Condominium,partly,3,1,False,1661.0
23144,Mont Kiara,1450000,4.0,2.0,Condominium,fully,3,1,False,2002.0
23145,KLCC,2150000,2.0,1.0,Serviced Residence,fully,2,1,False,1271.0
23146,Mont Kiara,2850000,5.0,3.0,Condominium,fully,4,1,False,3169.0
23147,KLCC,8045000,4.0,2.0,Condominium,fully,3,2,False,3218.0
23149,Mont Kiara,1550000,4.0,2.0,Condominium (Corner),fully,3,1,True,2002.0
23150,Cheras,820000,3.0,3.0,2-sty Terrace/Link House (Corner),unfurnished,4,0,True,3400.0
23153,Bukit Bintang,1280000,2.0,2.0,Serviced Residence (Corner),fully,3,0,True,1555.0
23154,Mont Kiara,2900000,5.0,3.0,Condominium,partly,4,1,False,3137.0
23157,Kepong,375000,2.0,1.0,Condominium (Corner),partly,3,0,True,950.0
23159,Kepong,428000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,968.0
23160,Jalan Sultan Ismail,720000,2.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,924.0
23161,Sentul,510000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1230.0
23162,Kepong,550000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1182.0
23163,Dutamas,500000,2.0,2.0,Condominium (Intermediate),fully,3,0,False,1100.0
23164,Setapak,360000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,2,0,False,856.0
23165,Setapak,530000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,3,0,False,1260.0
23166,Setapak,400000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,3,0,False,1009.0
23167,Mont Kiara,610000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,462.0
23168,Desa ParkCity,1100000,1.0,1.0,Condominium (Intermediate),partly,2,0,False,1034.0
23169,Desa ParkCity,1750000,3.0,2.0,Condominium (Intermediate),fully,3,1,False,1690.0
23170,Jalan Kuching,615000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,1200.0
23171,Ampang Hilir,565000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,502.0
23174,Jalan Ipoh,635000,2.0,3.0,Condominium (Intermediate),partly,3,1,False,1271.0
23175,Jalan Ipoh,515000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1037.0
23176,Setapak,480000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1333.0
23177,Setapak,700000,2.0,2.0,Condominium (Intermediate),fully,3,1,False,1500.0
23179,Bandar Menjalara,830000,3.0,2.0,Condominium (Intermediate),partly,4,1,False,1635.0
23180,Setapak,580000,2.0,3.0,Condominium (Intermediate),unfurnished,3,1,False,1600.0
23181,Mont Kiara,800000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1088.0
23182,Sungai Besi,535000,2.0,1.0,Condominium (Intermediate),unfurnished,3,1,False,1109.0
23184,Jalan Kuching,730000,2.0,2.0,Condominium (Intermediate),partly,3,1,False,1590.0
23185,Jalan Kuching,780000,2.0,1.0,Condominium (Intermediate),fully,3,1,False,1470.0
23186,Mont Kiara,650000,2.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,804.0
23189,Segambut,730000,3.0,2.0,Condominium (Intermediate),unfurnished,3,1,False,1250.0
23190,Setapak,670000,3.0,2.0,Condominium (Intermediate),fully,3,1,False,1362.0
23191,Dutamas,470000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,1100.0
23193,Taman Desa,358000,1.0,1.0,Condominium (Intermediate),fully,1,0,False,520.0
23194,Sentul,530000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,3,0,False,948.0
23195,Setapak,415000,2.0,1.0,Condominium (Intermediate),unfurnished,4,0,False,1200.0
23196,Wangsa Maju,630000,2.0,1.0,Serviced Residence (Intermediate),fully,3,1,False,900.0
23198,Setapak,659000,2.0,2.0,Serviced Residence (Intermediate),partly,2,0,False,1760.0
23199,Segambut,720000,3.0,1.0,Condominium (Duplex),partly,3,1,False,1600.0
23200,KLCC,1194000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,1551.0
23201,Setapak,350000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,380.0
23203,Setapak,410000,2.0,1.0,Condominium (Intermediate),partly,4,0,False,1272.0
23204,Setapak,500000,2.0,1.0,Apartment (Intermediate),fully,3,0,False,1100.0
23206,Mont Kiara,650000,2.0,1.0,Condominium,unfurnished,2,0,False,931.0
23207,City Centre,1350000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,1020.0
23208,Mont Kiara,700000,2.0,1.0,Condominium,unfurnished,3,0,False,1280.0
23209,Mont Kiara,1200000,2.0,1.0,Condominium,unfurnished,3,0,False,1690.0
23210,Mont Kiara,910000,2.0,1.0,Condominium,unfurnished,2,0,False,1209.0
23211,Mont Kiara,850000,2.0,1.0,Condominium,unfurnished,3,0,False,1227.0
23212,Mont Kiara,880000,2.0,1.0,Condominium,unfurnished,3,0,False,1228.0
23213,Setapak,400000,2.0,2.0,Condominium (Intermediate),fully,4,0,False,1272.0
23214,Bukit Tunku (Kenny Hills),1790000,5.0,2.0,Condominium (Intermediate),partly,3,1,False,2207.0
23215,Ampang,600000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,700.0
23217,Desa ParkCity,2400000,5.0,4.0,Condominium (Intermediate),fully,4,1,False,2454.0
23218,Taman Melawati,500000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,3,0,False,1007.0
23220,Segambut,800000,3.0,2.0,Condominium (Intermediate),partly,3,0,False,1391.0
23222,Setapak,530000,2.0,2.0,Condominium (Intermediate),partly,4,0,False,1313.0
23223,Setapak,520000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1102.0
23225,Sri Hartamas,560000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,640.0
23226,Ampang,650000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,850.0
23228,Bukit Bintang,380000,2.0,1.0,Apartment (Intermediate),unfurnished,3,0,False,923.0
23230,Setapak,439000,2.0,1.0,Condominium (Intermediate),fully,3,0,False,1207.0
23232,Ampang Hilir,600000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,950.0
23233,Ampang,4340000,8.0,4.0,Condominium (Penthouse),partly,5,1,False,6026.0
23234,Segambut,615000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1019.0
23235,Kepong,490000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,3,0,False,1174.0
23236,Ampang,2200000,6.0,3.0,Condominium (Duplex),partly,4,1,False,3118.0
23237,KLCC,2357000,4.0,2.0,Condominium (Intermediate),partly,3,1,False,2245.0
23239,Ampang Hilir,3116750,4.0,2.0,Condominium,partly,4,1,False,3562.0
23240,KLCC,1673000,3.0,1.0,Condominium (Intermediate),partly,2,1,False,2174.0
23242,Kepong,425000,2.0,1.0,Serviced Residence (Intermediate),unfurnished,3,0,False,1137.0
23243,Kepong,488000,2.0,3.0,Serviced Residence (Intermediate),partly,3,0,False,1137.0
23246,Sentul,955000,3.0,2.0,Condominium,unfurnished,3,0,False,1237.0
23249,Mont Kiara,1280000,3.0,2.0,Condominium,fully,3,1,False,1668.0
23250,Sentul,700000,3.0,1.0,Condominium (Intermediate),unfurnished,2,1,False,999.0
23251,Mont Kiara,1700000,4.0,3.0,Condominium,unfurnished,3,2,False,2648.0
23252,Mont Kiara,708000,2.0,1.0,Condominium,partly,3,0,False,1406.0
23253,KLCC,1700000,2.0,2.0,Serviced Residence,fully,2,0,False,1227.0
23254,KLCC,2580000,5.0,2.0,Condominium,partly,3,1,False,3335.0
23256,Ampang Hilir,7230000,8.0,4.0,Condominium (Penthouse),fully,7,0,False,6576.0
23257,KLCC,1852000,5.0,2.0,Condominium (Corner),fully,5,0,True,2315.0
23259,KL Sentral,2600000,4.0,2.0,Serviced Residence,partly,3,0,False,1744.0
23260,KLCC,3350000,3.0,1.0,Condominium,partly,2,0,False,1930.0
23261,Ampang Hilir,505000,1.0,1.0,Serviced Residence,fully,1,0,False,502.0
23262,KLCC,1650000,2.0,1.0,Serviced Residence,partly,2,0,False,1432.0
23265,Dutamas,550000,2.0,2.0,Condominium,unfurnished,3,0,False,1100.0
23267,Country Heights Damansara,697000,2.0,1.0,Serviced Residence,partly,3,0,False,915.0
23272,Ampang,1400000,4.0,2.0,3-sty Terrace/Link House,fully,5,0,False,70.0
23273,Cheras,680000,3.0,2.0,Townhouse (Corner),unfurnished,4,0,True,2333.0
23274,Damansara Heights,13800000,7.0,4.0,Bungalow,partly,5,1,False,7468.0
23275,Cheras,650000,2.0,2.0,Condominium,partly,3,1,False,1480.0
23276,Desa Petaling,365000,2.0,1.0,Condominium,partly,3,0,False,1009.0
23277,Taman Desa,2500000,4.0,2.0,2-sty Terrace/Link House (Corner),partly,5,0,True,3885.0
23278,Taman Desa,1500000,3.0,2.0,Condominium (Corner),fully,4,0,True,2200.0
23279,Taman Desa,420000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,918.0
23280,Taman Desa,1500000,3.0,2.0,Condominium (Penthouse),partly,4,0,False,2650.0
23281,Taman Desa,630000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1100.0
23282,KL City,450000,2.0,1.0,Condominium (Corner),partly,3,0,True,1065.0
23283,KL Eco City,1200000,1.0,1.0,Condominium (Intermediate),partly,1,0,False,797.0
23284,Sri Hartamas,3660000,6.0,3.0,Condominium,unfurnished,5,0,False,3660.0
23285,Mont Kiara,1900000,5.0,3.0,Condominium,partly,3,1,False,2535.0
23286,Wangsa Maju,388000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,926.0
23287,Wangsa Maju,2100000,6.0,2.0,4-sty Terrace/Link House (Intermediate),fully,7,0,False,4200.0
23292,Bangsar,2100000,2.0,1.0,Condominium,fully,3,0,False,2250.0
23293,Bukit Jalil,305000,2.0,1.0,Apartment,partly,2,0,False,737.0
23294,Kuchai Lama,1450000,4.0,4.0,3-sty Terrace/Link House (Intermediate),fully,5,1,False,1400.0
23295,City Centre,1100000,3.0,1.0,Condominium (Intermediate),partly,3,1,False,2111.0
23296,Bandar Menjalara,420000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1076.0
23297,City Centre,938000,2.0,1.0,Condominium (Intermediate),fully,2,0,False,1347.0
23298,City Centre,1503000,5.0,2.0,Condominium (Corner),partly,3,1,True,2505.0
23301,Kepong,330000,2.0,1.0,Apartment (Corner),partly,3,0,True,825.0
23302,City Centre,830000,2.0,1.0,Condominium (Intermediate),fully,2,0,False,1072.0
23304,KLCC,3616000,4.0,2.0,Serviced Residence (EndLot),partly,4,0,False,3897.0
23305,City Centre,700000,2.0,1.0,Condominium,partly,2,1,False,1248.0
23306,Cheras,328000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,748.0
23307,Jalan Klang Lama (Old Klang Road),1150000,2.0,2.0,Condominium (EndLot),unfurnished,2,2,False,1707.0
23308,Desa Petaling,288000,2.0,2.0,Apartment (Intermediate),fully,3,0,False,740.0
23310,Mont Kiara,3400000,6.0,3.0,Condominium,unfurnished,4,2,False,3704.0
23311,Damansara Heights,1000000,3.0,1.0,Condominium,unfurnished,3,1,False,1350.0
23312,Mont Kiara,840000,2.0,1.0,Condominium (Corner),partly,3,0,True,1550.0
23313,KLCC,940000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,764.0
23314,Taman Desa,657000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1100.0
23317,Setapak,2650000,4.0,2.0,Bungalow Land,partly,4,0,False,6000.0
23318,Taman Desa,1350000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,85.0
23319,Taman Desa,888000,4.0,3.0,Condominium (Corner),unfurnished,5,0,True,3343.0
23321,Cheras,1150000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,79.0
23322,Taman Desa,3300000,3.0,6.0,2-sty Terrace/Link House (Corner),partly,4,0,True,8600.0
23323,Jalan Klang Lama (Old Klang Road),1250000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
23326,Taman Tun Dr Ismail,5400000,6.0,5.0,Bungalow,partly,8,0,False,7200.0
23327,Sungai Besi,768000,3.0,2.0,Serviced Residence (Intermediate),partly,2,0,False,1259.0
23328,Ampang,1750000,4.0,2.0,Condominium,fully,4,0,False,1832.0
23329,Ampang,691600,2.0,2.0,Serviced Residence (Intermediate),partly,1,0,False,981.0
23331,Mont Kiara,648000,2.0,1.0,Condominium,fully,2,0,False,950.0
23332,Mont Kiara,670000,2.0,1.0,Condominium,partly,2,0,False,931.0
23334,Kepong,780000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1400.0
23335,Bukit Jalil,520000,3.0,2.0,Condominium (Corner),unfurnished,3,0,True,1009.0
23336,Jalan Klang Lama (Old Klang Road),340000,2.0,1.0,Serviced Residence,partly,3,0,False,950.0
23337,KLCC,1500000,3.0,1.0,Condominium,fully,3,0,False,1551.0
23338,Mont Kiara,1450000,4.0,2.0,Condominium (Duplex),partly,3,1,False,3200.0
23339,Jalan Klang Lama (Old Klang Road),1027000,4.0,2.0,Condominium,partly,3,1,False,1250.0
23341,Taman Melawati,2330000,5.0,3.0,Bungalow,unfurnished,5,1,False,4479.0
23342,Taman Melawati,3200000,6.0,4.0,Bungalow (Corner),unfurnished,5,1,True,80.0
23343,Taman Melawati,2850000,6.0,4.0,Bungalow (Intermediate),partly,5,1,False,80.0
23344,Wangsa Maju,856096,2.0,2.0,Condominium (Intermediate),partly,2,0,False,1033.0
23345,Wangsa Maju,1613300,5.0,3.0,Condominium (Corner),partly,3,1,True,2336.0
23346,Wangsa Maju,1200000,4.0,2.0,Condominium (Corner),fully,3,1,True,1759.0
23352,KLCC,8000,4.0,2.0,Serviced Residence (Corner),partly,4,1,True,2400.0
23354,KLCC,2800000,4.0,2.0,Serviced Residence (Corner),partly,3,2,True,3080.0
23355,KLCC,2000000,2.0,2.0,Condominium (Corner),fully,2,1,True,2636.0
23356,Jalan Klang Lama (Old Klang Road),920000,2.0,2.0,Condominium (EndLot),unfurnished,2,2,False,1523.0
23360,KL Sentral,1550000,2.0,1.0,Serviced Residence,fully,1,0,False,1119.0
23362,KL Sentral,2100000,3.0,1.0,Serviced Residence,unfurnished,2,1,False,1485.0
23364,KLCC,900000,1.0,1.0,Serviced Residence,unfurnished,1,0,False,473.0
23367,Sungai Besi,620000,2.0,2.0,Condominium,partly,3,0,False,1111.0
