,location,price,bathrooms,car_parks,property_type,furnishing,main_rooms,extra_room,corner,size
23368,Desa Pandan,1300000,3.0,2.0,Serviced Residence,partly,3,1,False,1539.0
23369,KLCC,2800000,2.0,2.0,Serviced Residence (Corner),fully,2,1,True,1459.0
23370,KLCC,2080000,3.0,1.0,Serviced Residence,fully,3,1,False,1496.0
23371,Mont Kiara,2900000,6.0,3.0,Condominium (Corner),fully,4,1,True,3137.0
23375,Bangsar,990000,2.0,1.0,Condominium (Corner),partly,3,0,True,1571.0
23377,Bukit Jalil,980000,3.0,2.0,Condominium (Corner),fully,3,1,True,1415.0
23378,Cheras,440000,2.0,2.0,Condominium,partly,3,0,False,850.0
23380,Setapak,530000,2.0,2.0,Condominium (Intermediate),unfurnished,4,0,False,1450.0
23381,Setapak,610000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1362.0
23382,Setapak,700000,2.0,2.0,1-sty Terrace/Link House,unfurnished,3,0,False,80.0
23383,Setapak,760000,3.0,2.0,2-sty Terrace/Link House,unfurnished,4,0,False,60.0
23384,Setapak,490000,2.0,2.0,Condominium (Intermediate),partly,4,0,False,1313.0
23385,Setapak,660000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1530.0
23386,Setapak,670000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1588.0
23387,Setapak,880000,4.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,80.0
23388,Setapak,430000,2.0,2.0,1-sty Terrace/Link House,unfurnished,4,0,False,65.0
23389,Wangsa Maju,450000,2.0,1.0,Condominium,fully,3,0,False,1150.0
23390,Setapak,1250000,5.0,3.0,3-sty Terrace/Link House (Corner),unfurnished,5,0,True,70.0
23391,Setapak,1250000,5.0,3.0,3-sty Terrace/Link House (Corner),unfurnished,5,0,True,70.0
23392,Wangsa Maju,1020000,3.0,2.0,3-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
23393,Setapak,880000,2.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,3,0,False,55.0
23394,Taman Tun Dr Ismail,950000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1350.0
23395,Desa ParkCity,2550000,5.0,2.0,2-sty Terrace/Link House,partly,3,1,False,2750.0
23396,Jalan Klang Lama (Old Klang Road),655000,2.0,2.0,Serviced Residence (Intermediate),partly,3,0,False,909.0
23397,KL Sentral,1200000,1.0,1.0,Condominium,fully,1,1,False,811.0
23398,Bangsar,1350000,5.0,1.0,Condominium,fully,3,1,False,1862.0
23401,KL City,1350000,3.0,2.0,Serviced Residence (EndLot),partly,2,1,False,1051.0
23402,KL City,1350000,1.0,1.0,Serviced Residence (EndLot),partly,2,0,False,990.0
23404,KL City,2800000,3.0,1.0,Serviced Residence (EndLot),partly,2,1,False,1441.0
23409,KLCC,2400000,3.0,1.0,Serviced Residence,unfurnished,3,1,False,1600.0
23410,City Centre,1380000,2.0,2.0,Serviced Residence,unfurnished,3,1,False,1131.0
23412,Sentul,690000,2.0,2.0,Condominium,partly,2,1,False,1087.0
23413,Jalan Klang Lama (Old Klang Road),698000,2.0,2.0,Condominium,unfurnished,3,1,False,935.0
23414,KLCC,700000,1.0,1.0,Serviced Residence,unfurnished,1,0,False,610.0
23415,Seputeh,5600000,6.0,3.0,Bungalow,partly,6,1,False,4500.0
23417,KLCC,6000,2.0,1.0,Serviced Residence,fully,2,1,False,1195.0
23418,Cheras,950000,1.0,1.0,Apartment,partly,1,1,False,694.0
23419,Cheras,1200000,2.0,1.0,Serviced Residence,fully,2,0,False,931.0
23420,City Centre,1300000,3.0,2.0,Condominium,fully,3,1,False,1637.0
23422,Jalan Klang Lama (Old Klang Road),400000,2.0,1.0,Serviced Residence,partly,1,0,False,775.0
23423,Cheras,455000,2.0,2.0,Condominium,partly,3,0,False,850.0
23424,Cheras,380000,2.0,2.0,Condominium,unfurnished,3,0,False,947.0
23425,Jalan Klang Lama (Old Klang Road),499800,3.0,2.0,Condominium,unfurnished,3,0,False,1250.0
23426,Cheras,380000,3.0,2.0,Condominium,unfurnished,3,0,False,1106.0
23427,Kepong,448000,3.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1073.0
23428,Bandar Menjalara,1200,2.0,1.0,Condominium (Intermediate),unfurnished,3,1,False,1076.0
23429,Segambut,890000,2.0,2.0,Condominium,partly,3,1,False,1319.0
23430,Dutamas,518000,2.0,1.0,Condominium,partly,4,0,False,1400.0
23431,Sentul,428000,2.0,2.0,Serviced Residence,unfurnished,3,0,False,852.0
23433,Keramat,526000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1046.0
23434,Damansara Heights,1698000,2.0,2.0,Serviced Residence (Intermediate),partly,1,0,False,1168.0
23435,Damansara Heights,1900000,4.0,2.0,Serviced Residence (Intermediate),partly,4,1,False,2078.0
23436,Damansara Heights,1350000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1203.0
23437,Damansara Heights,1750000,4.0,2.0,Serviced Residence (Intermediate),partly,4,1,False,2078.0
23438,Damansara Heights,1900000,4.0,2.0,Serviced Residence (Intermediate),partly,4,1,False,2078.0
23439,Damansara Heights,1785170,2.0,2.0,Serviced Residence (Intermediate),partly,1,1,False,1184.0
23440,Damansara Heights,2200000,4.0,2.0,Serviced Residence (Intermediate),partly,2,1,False,1668.0
23441,Damansara Heights,1698000,2.0,2.0,Serviced Residence (Intermediate),partly,1,0,False,1168.0
23442,Damansara Heights,1400000,3.0,1.0,Serviced Residence (Intermediate),partly,3,0,False,1480.0
23443,Damansara Heights,2200000,4.0,2.0,Serviced Residence (Intermediate),partly,2,1,False,1668.0
23444,Damansara Heights,1660000,2.0,2.0,Serviced Residence (Intermediate),partly,1,1,False,1186.0
23447,Bukit Jalil,2300000,4.0,3.0,Condominium,partly,4,0,False,3260.0
23450,Cheras,608000,2.0,2.0,Condominium (Intermediate),partly,3,1,False,1394.0
23451,Kepong,315000,2.0,1.0,Apartment,partly,3,0,False,850.0
23452,Segambut,1280000,4.0,2.0,Condominium,partly,3,1,False,1796.0
23453,Segambut,1380000,4.0,2.0,Condominium,partly,3,1,False,1856.0
23454,Segambut,900000,2.0,2.0,Condominium (Corner),partly,3,0,True,1300.0
23455,Desa ParkCity,910000,1.0,2.0,Condominium (Corner),partly,1,1,True,917.0
23456,Dutamas,480000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1100.0
23457,Jalan Kuching,500000,2.0,1.0,Condominium (Corner),partly,2,0,True,1020.0
23458,Jalan Kuching,400000,2.0,1.0,Condominium,partly,3,0,False,1050.0
23459,Kepong,730000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,1870.0
23460,Kepong,790000,3.0,5.0,2-sty Terrace/Link House,partly,4,0,False,75.0
23461,Sunway SPK,1500000,3.0,4.0,2-sty Terrace/Link House,partly,4,0,False,75.0
23462,Segambut,580000,2.0,1.0,Condominium,partly,3,0,False,1128.0
23463,Kepong,1300000,5.0,4.0,3-sty Terrace/Link House (EndLot),partly,6,0,False,72.0
23464,Dutamas,470000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1100.0
23465,Kepong,440000,2.0,4.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,1430.0
23466,Dutamas,450000,3.0,1.0,Condominium,partly,3,0,False,1450.0
23467,Sunway SPK,1650000,3.0,4.0,2.5-sty Terrace/Link House,partly,4,0,False,75.0
23468,Kepong,488000,2.0,4.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,75.0
23469,Kepong,690000,2.0,4.0,1-sty Terrace/Link House,partly,3,0,False,80.0
23470,Jalan Kuching,450000,2.0,1.0,Condominium,partly,3,0,False,1100.0
23471,Jalan Ipoh,500000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1215.0
23472,Jalan Kuching,520000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1200.0
23473,Segambut,620000,3.0,2.0,Condominium,partly,3,0,False,1155.0
23474,Bandar Menjalara,398000,2.0,1.0,Condominium,partly,3,0,False,1076.0
23476,Kepong,588000,2.0,3.0,Serviced Residence (Corner),partly,4,0,True,1292.0
23478,Dutamas,500000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1100.0
23479,Mont Kiara,850000,2.0,3.0,Condominium (Corner),partly,4,0,True,1550.0
23480,Dutamas,465000,2.0,1.0,Condominium,partly,3,0,False,1326.0
23481,Kepong,490000,2.0,3.0,Serviced Residence (Intermediate),partly,3,0,False,1137.0
23482,Desa ParkCity,1300000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1389.0
23483,Desa ParkCity,1450000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1680.0
23484,Mont Kiara,1200000,4.0,5.0,Condominium (Corner),partly,5,0,True,2800.0
23485,Desa ParkCity,1380000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1572.0
23486,Desa ParkCity,1250000,3.0,2.0,Condominium (Intermediate),partly,4,0,False,1421.0
23487,Kepong,1490000,6.0,3.0,3-sty Terrace/Link House (Intermediate),fully,6,0,False,3040.0
23488,Bukit Tunku (Kenny Hills),1550000,4.0,1.0,Condominium,fully,3,1,False,2100.0
23489,Bandar Menjalara,435000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1076.0
23490,Bandar Menjalara,350000,2.0,1.0,Serviced Residence,partly,2,1,False,802.0
23491,Setapak,358000,2.0,2.0,Condominium,partly,3,0,False,960.0
23492,Setapak,378000,2.0,2.0,Condominium,partly,3,0,False,960.0
23493,Jalan Kuching,750000,3.0,1.0,Condominium (Corner),partly,3,1,True,1580.0
23494,KL City,410000,2.0,1.0,Condominium,partly,3,0,False,860.0
23495,Wangsa Maju,390000,2.0,1.0,Apartment,partly,4,0,False,1207.0
23496,Bandar Menjalara,338000,2.0,1.0,Serviced Residence,partly,3,0,False,981.0
23497,KL City,388000,2.0,1.0,Condominium (Corner),partly,3,0,True,860.0
23498,Kepong,465000,3.0,2.0,3-sty Terrace/Link House,partly,3,0,False,43.0
23499,Segambut,215000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,918.0
23500,Segambut,205000,2.0,1.0,Flat (Intermediate),partly,3,0,False,935.0
23501,Bandar Menjalara,740000,2.0,2.0,Condominium (Intermediate),partly,4,0,False,1358.0
23502,Kepong,300000,2.0,1.0,Apartment (Corner),partly,3,0,True,850.0
23503,Jalan Sultan Ismail,850000,2.0,1.0,Serviced Residence,partly,2,0,False,1120.0
23505,Jalan Sultan Ismail,780000,2.0,1.0,Serviced Residence,partly,1,1,False,972.0
23506,Segambut,700000,3.0,2.0,Condominium,partly,4,0,False,1298.0
23507,Bukit Jalil,690000,3.0,2.0,Condominium (Intermediate),partly,4,0,False,690000.0
23508,Kepong,460000,2.0,1.0,Serviced Residence (Intermediate),partly,3,0,False,1137.0
23509,Segambut,930000,2.0,2.0,Condominium (Corner),partly,3,0,True,1300.0
23510,Segambut,950000,2.0,2.0,Condominium (Corner),partly,3,0,True,1319.0
23511,Segambut,350000,2.0,1.0,Apartment (Corner),partly,3,0,True,850.0
23512,Kepong,290000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,1010.0
23513,Sentul,340000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,877.0
23514,Jalan Kuching,350000,2.0,1.0,Apartment,partly,3,0,False,903.0
23515,Kepong,420000,2.0,1.0,Condominium,partly,3,0,False,1150.0
23516,Kepong,440000,2.0,1.0,Apartment,partly,3,0,False,1001.0
23518,Segambut,1100000,3.0,9.0,2-sty Terrace/Link House (Corner),partly,3,0,True,70.0
23519,Kepong,1100000,4.0,4.0,2-sty Terrace/Link House,partly,4,0,False,70.0
23521,Segambut,620000,3.0,2.0,Condominium,partly,3,0,False,1155.0
23522,Segambut,1050000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,70.0
23523,Bandar Menjalara,410000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1076.0
23524,Kepong,670000,3.0,5.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,65.0
23525,KL City,470000,2.0,1.0,Condominium (Corner),partly,3,0,True,1065.0
23527,Segambut,515000,2.0,1.0,Apartment (Corner),partly,3,0,True,1260.0
23529,Kepong,380000,2.0,3.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,1430.0
23530,Kepong,355000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,969.0
23532,Kepong,780000,2.0,5.0,2-sty Terrace/Link House,partly,3,0,False,80.0
23533,Dutamas,590000,2.0,2.0,Condominium,partly,3,0,False,1475.0
23534,Mont Kiara,650000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1015.0
23535,Bandar Menjalara,375000,2.0,1.0,Apartment,partly,2,1,False,972.0
23536,Taman Melawati,1630000,6.0,4.0,Bungalow (Intermediate),unfurnished,5,1,False,70.0
23537,Segambut,3990000,7.0,3.0,Bungalow,unfurnished,6,1,False,5343.0
23541,Sungai Besi,420000,2.0,1.0,Serviced Residence,unfurnished,2,0,False,695.0
23542,Bukit Bintang,888000,1.0,1.0,Condominium (Intermediate),fully,1,0,False,538.0
23543,Sungai Besi,560000,2.0,1.0,Condominium (EndLot),partly,3,0,False,904.0
23544,Brickfields,288000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,250.0
23545,Setapak,520000,3.0,2.0,Condominium (Intermediate),unfurnished,2,0,False,1100.0
23549,Puchong,550000,2.0,2.0,2-sty Terrace/Link House (Intermediate),partly,3,0,False,1614.0
23550,Brickfields,490000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,486.0
23551,Pantai,630000,2.0,2.0,Serviced Residence (Intermediate),partly,3,0,False,900.0
23552,Pantai,540000,2.0,2.0,Serviced Residence (Intermediate),partly,2,1,False,805.0
23553,Pantai,360000,1.0,1.0,Serviced Residence (Intermediate),partly,1,1,False,518.0
23554,Mont Kiara,1400000,3.0,3.0,Condominium (Corner),partly,4,2,True,2513.0
23556,Sri Hartamas,3600000,6.0,4.0,Semi-detached House (Intermediate),partly,5,1,False,4941.0
23558,Bukit Jalil,700000,2.0,2.0,Condominium (Corner),partly,3,0,True,1407.0
23559,Ampang,2430000,8.0,4.0,Bungalow (Corner),unfurnished,7,0,True,85.0
23560,Taman Desa,340000,2.0,1.0,Apartment,partly,3,0,False,829.0
23561,Cheras,799000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,3,1,False,80.0
23562,Desa Petaling,1188800,6.0,2.0,3-sty Terrace/Link House,fully,4,1,False,75.0
23563,Puchong,1200000,6.0,2.0,3-sty Terrace/Link House,fully,4,1,False,75.0
23564,Bukit Jalil,520000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1100.0
23565,Kepong,593000,2.0,2.0,Serviced Residence (Corner),unfurnished,3,1,True,1292.0
23566,KLCC,388888,1.0,1.0,Serviced Residence,fully,1,0,False,450.0
23567,Cheras,358000,2.0,1.0,Serviced Residence (Intermediate),partly,3,0,False,950.0
23568,Cheras,440000,2.0,2.0,Serviced Residence,unfurnished,2,0,False,1104.0
23569,Sentul,370000,1.0,1.0,Serviced Residence (Intermediate),unfurnished,2,0,False,0.0
23570,Setapak,389000,2.0,1.0,Condominium (Intermediate),partly,1,1,False,657.0
23571,Setapak,395000,2.0,1.0,Condominium (Intermediate),partly,1,1,False,650.0
23572,Setapak,390000,2.0,1.0,Condominium (Intermediate),partly,1,1,False,657.0
23573,Jalan Kuching,428888,2.0,2.0,Serviced Residence,unfurnished,3,0,False,878.0
23574,Setapak,385000,2.0,1.0,Condominium (Intermediate),partly,1,1,False,657.0
23575,Wangsa Maju,395000,2.0,1.0,Serviced Residence,partly,1,1,False,657.0
23576,Wangsa Maju,389000,2.0,1.0,Condominium (Intermediate),partly,1,1,False,657.0
23577,Setapak,390000,2.0,1.0,Condominium (Intermediate),partly,1,1,False,657.0
23578,Wangsa Maju,369000,2.0,1.0,Serviced Residence,partly,2,0,False,657.0
23579,Wangsa Maju,389000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,657.0
23580,Dutamas,438888,2.0,1.0,Serviced Residence,partly,2,1,False,656.0
23581,Cheras,440000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1104.0
23582,Cheras,440000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1104.0
23583,Cheras,440000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1104.0
23584,Cheras,440000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,1104.0
23585,Kepong,448000,2.0,2.0,Condominium (Corner),unknown,3,0,True,0.0
23591,Mont Kiara,1830000,5.0,4.0,Condominium,unfurnished,4,2,False,2552.0
23592,Cheras,539000,3.0,2.0,Condominium,unfurnished,4,0,False,1227.0
23593,Dutamas,1219350,2.0,2.0,Condominium,unfurnished,3,1,False,2081.0
23594,KL Sentral,2100000,4.0,2.0,Condominium (Corner),fully,4,1,True,2886.0
23595,Sentul,540000,2.0,1.0,Condominium (Corner),fully,3,0,True,1163.0
23596,Sentul,700000,3.0,2.0,Condominium (Corner),partly,3,0,True,1502.0
23597,Seputeh,788000,3.0,2.0,Serviced Residence (Corner),fully,3,1,True,1288.0
23601,Sri Petaling,1188000,6.0,2.0,3-sty Terrace/Link House,fully,5,0,False,75.0
23602,Kuchai Lama,459000,2.0,2.0,Condominium,unfurnished,3,0,False,1075.0
23603,Bukit Jalil,320000,1.0,1.0,Condominium (Intermediate),partly,1,1,False,775.0
23604,KLCC,2200000,1.0,1.0,Serviced Residence (EndLot),unfurnished,1,1,False,1087.0
23605,Taman Tun Dr Ismail,1160000,3.0,2.0,1-sty Terrace/Link House (Intermediate),partly,4,0,False,85.0
23606,Jalan Klang Lama (Old Klang Road),388000,2.0,2.0,Serviced Residence,fully,3,0,False,950.0
23608,Jalan Klang Lama (Old Klang Road),250000,2.0,1.0,Apartment (Corner),partly,3,0,True,850.0
23611,Cheras,340000,2.0,1.0,Apartment (Intermediate),unfurnished,3,0,False,910.0
23612,Sentul,500000,3.0,2.0,3-sty Terrace/Link House (Corner),unfurnished,4,0,True,50.0
23614,Cheras,432000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,850.0
23617,Dutamas,1080000,2.0,1.0,Serviced Residence,fully,2,0,False,1148.0
23618,Cheras,514900,2.0,2.0,Condominium,unfurnished,3,0,False,947.0
23619,Cheras,380000,2.0,1.0,Condominium,partly,3,0,False,960.0
23620,Taman Desa,465000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,719.0
23621,Cheras,2800000,5.0,4.0,Bungalow (Intermediate),unfurnished,6,1,False,10500.0
23622,Cheras,514000,2.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,947.0
23623,Sri Petaling,3500000,7.0,6.0,Semi-detached House (Intermediate),partly,7,0,False,4800.0
23625,Cheras,432000,2.0,2.0,Condominium,partly,3,0,False,850.0
23626,Cheras,432000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,850.0
23628,Cheras,2499000,7.0,3.0,Bungalow (Intermediate),partly,7,0,False,100.0
23629,Damansara Heights,16000000,10.0,5.0,Bungalow,partly,6,1,False,12500.0
23630,Mont Kiara,2200000,4.0,2.0,Serviced Residence (EndLot),partly,3,1,False,2932.0
23632,Kepong,898000,1.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,1,False,1400.0
23633,Mont Kiara,1250000,1.0,1.0,Serviced Residence,unfurnished,2,0,False,1400.0
23634,Mont Kiara,2350000,4.0,3.0,Condominium (Corner),unfurnished,4,1,True,2973.0
23635,Bukit Jalil,590000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1073.0
23636,Mont Kiara,1680000,4.0,2.0,Condominium,partly,3,1,False,1496.0
23637,Desa ParkCity,2450000,7.0,2.0,3-sty Terrace/Link House (Intermediate),partly,6,1,False,80.0
23638,Bangsar South,1600000,4.0,2.0,Condominium,fully,3,1,False,2068.0
23641,Ampang,1580000,4.0,2.0,Condominium (Intermediate),fully,3,1,False,1838.0
23642,Cheras,693000,2.0,1.0,Condominium,partly,2,0,False,750.0
23643,Damansara Heights,2650000,3.0,4.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,2800.0
23649,Desa ParkCity,1650000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,2066.0
23657,Jalan Klang Lama (Old Klang Road),370000,2.0,1.0,Condominium (Intermediate),unfurnished,3,0,False,1032.0
23660,Pantai,788000,2.0,2.0,Condominium,fully,3,0,False,1019.0
23661,Ampang,499000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,705.0
23662,Ampang,599000,1.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,850.0
23663,Ampang,770000,2.0,1.0,Serviced Residence (Intermediate),partly,3,0,False,888.0
23664,Ampang,610000,2.0,1.0,Serviced Residence (Intermediate),partly,2,0,False,735.0
23665,Jalan Klang Lama (Old Klang Road),382000,2.0,2.0,Serviced Residence (Intermediate),fully,3,0,False,950.0
23667,KLCC,2650000,2.0,2.0,Serviced Residence (Intermediate),partly,2,1,False,1463.0
23668,KLCC,1400000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,925.0
23674,Mont Kiara,610000,1.0,1.0,Serviced Residence,fully,1,0,False,462.0
23676,Taman Tun Dr Ismail,1100000,3.0,2.0,Condominium (Duplex),unfurnished,4,0,False,1740.0
23677,Bangsar,1750000,3.0,1.0,Condominium (Corner),partly,3,1,True,1650.0
23680,Mont Kiara,3484000,5.0,3.0,Condominium,partly,4,1,False,3668.0
23681,Kepong,598000,2.0,2.0,2-sty Terrace/Link House (Intermediate),partly,2,0,False,55.0
23682,Kepong,688000,2.0,2.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,80.0
23683,Taman Tun Dr Ismail,1000000,1.0,1.0,Serviced Residence (Corner),partly,1,0,True,840.0
23684,Kepong,1800000,4.0,2.0,Semi-detached House (Intermediate),unfurnished,5,1,False,3372.0
23687,Sungai Besi,600000,2.0,2.0,Serviced Residence (Intermediate),partly,2,1,False,1025.0
23688,Sungai Besi,800000,3.0,2.0,Serviced Residence (Corner),partly,3,0,True,1430.0
23689,Kepong,525000,2.0,2.0,Serviced Residence,partly,3,0,False,1076.0
23690,Jalan Kuching,345000,2.0,1.0,Apartment,unfurnished,3,0,False,903.0
23691,KLCC,1950000,3.0,2.0,Serviced Residence (Corner),fully,3,0,True,1819.0
23695,Bangsar,9000000,15.0,20.0,Bungalow (Intermediate),unknown,14,0,False,10000.0
23696,Kepong,488000,2.0,1.0,Apartment (Intermediate),partly,3,0,False,1121.0
23698,Kepong,1180000,4.0,4.0,2.5-sty Terrace/Link House (Intermediate),partly,5,1,False,75.0
23699,Kepong,598000,2.0,3.0,1-sty Terrace/Link House (Intermediate),partly,3,0,False,65.0
23700,Kepong,380000,2.0,1.0,Apartment (Corner),partly,3,0,True,850.0
23701,Bandar Menjalara,425000,2.0,1.0,Condominium,partly,3,0,False,987.0
23702,Bandar Menjalara,450000,2.0,2.0,Condominium (Corner),partly,3,1,True,980.0
23705,Jalan Klang Lama (Old Klang Road),450000,2.0,1.0,Condominium (Corner),unfurnished,3,0,True,1163.0
23708,Setapak,250000,2.0,1.0,Condominium,fully,3,0,False,845.0
23709,Setapak,270000,2.0,1.0,Condominium,partly,3,0,False,850.0
23713,Sentul,668000,3.0,1.0,Condominium,partly,3,0,False,1087.0
23714,Mont Kiara,1500000,4.0,3.0,Condominium,fully,3,1,False,2648.0
23721,Jalan Kuching,580000,2.0,1.0,Condominium (Corner),partly,3,1,True,1295.0
23724,Kuchai Lama,448000,2.0,2.0,Condominium,unfurnished,3,1,False,1075.0
23725,Setapak,680000,2.0,2.0,Condominium,partly,3,0,False,1206.0
23726,Kuchai Lama,540000,2.0,2.0,Condominium,partly,3,0,False,1120.0
23727,Cheras,388000,2.0,1.0,Condominium (Corner),partly,3,0,True,797.0
